Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
SE,Spectra Energy Corp,27.39,$18.39B,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/se
SEP,"Spectra Energy Partners, LP",42.91,$12.96B,2007,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sep
SPB           ,"Spectrum Brands Holdings, Inc.",91.84,$5.43B,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/spb           
TRK,"Speedway Motorsports, Inc.",18.28,$753.58M,1995,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/trk
SPR,"Spirit Aerosystems Holdings, Inc.",44.75,$6.28B,2006,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/spr
SRC,"Spirit Realty Capital, Inc.",9.79,$4.32B,2013,Consumer Services,Building operators,http://www.nasdaq.com/symbol/src
SRLP,Sprague Resources LP,19.49,$410.92M,2013,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/srlp
S,Sprint Corporation,2.87,$11.39B,2013,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/s
SPXC,SPX Corporation,8.36,$341.13M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/spxc
FLOW,"SPX FLOW, Inc.",22.04,$909.99M,2015,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/flow
SQ,"Square, Inc.",9.85,$3.25B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sq
JOE,St. Joe Company (The),16.1,$1.21B,n/a,Consumer Services,Homebuilding,http://www.nasdaq.com/symbol/joe
STJ,"St. Jude Medical, Inc.",54.77,$15.48B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/stj
STAG,"Stag Industrial, Inc.",16.95,$1.15B,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stag
STAG^A,"Stag Industrial, Inc.",25.62,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stag^a
STAG^B,"Stag Industrial, Inc.",25.07,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stag^b
SSI,"Stage Stores, Inc.",8.39,$256.4M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/ssi
SFG,"StanCorp Financial Group, Inc.",114.42,$4.85B,1999,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/sfg
SMP,"Standard Motor Products, Inc.",35.4,$802.26M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/smp
SXI,Standex International Corporation,70.5,$900.4M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sxi
SWH,"Stanley Black & Decker, Inc.",105.2,$16.44B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swh
SWJ,"Stanley Black & Decker, Inc.",25.63,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swj
SWK,"Stanley Black & Decker, Inc.",93.99,$14.07B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swk
STN,Stantec Inc,23.47,$2.22B,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/stn
SGU,"Star Gas Partners, L.P.",7.66,$438.78M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sgu
SRT,"StarTek, Inc.",3.57,$55.65M,1997,Technology,Professional Services,http://www.nasdaq.com/symbol/srt
HOT,"Starwood Hotels & Resorts Worldwide, Inc.",62.99,$10.64B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/hot
STWD,"STARWOOD PROPERTY TRUST, INC.",18.08,$4.3B,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stwd
STT,State Street Corporation,55.83,$22.53B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stt
STT^C,State Street Corporation,25.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^c
STT^D,State Street Corporation,27.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^d
STT^E,State Street Corporation,26.17,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^e
STO,Statoil ASA,12.51,$39.89B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/sto
SPLP,Steel Partners Holdings LP,12.86,$342.36M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/splp
SCS,Steelcase Inc.,12.38,$1.51B,1998,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/scs
SCM,Stellus Capital Investment Corporation,9.62,$120.06M,2012,n/a,n/a,http://www.nasdaq.com/symbol/scm
SCQ,Stellus Capital Investment Corporation,24.42,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/scq
SCL,Stepan Company,43.24,$962.53M,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/scl
STE,STERIS plc,69.56,$5.97B,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ste
STL,Sterling Bancorp,15.08,$1.96B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stl
STC,Stewart Information Services Corporation,32.66,$760.51M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/stc
SF,Stifel Financial Corporation,33.98,$2.36B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sf
SFN,Stifel Financial Corporation,25.444,$1.25B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sfn
SWC,Stillwater Mining Company,5.35,$647.33M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/swc
STM,STMicroelectronics N.V.,6.31,$5.54B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/stm
SGY,Stone Energy Corporation,2.5,$142.74M,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sgy
EDF,Stone Harbor Emerging Markets Income Fund,10.45,$164.92M,2010,n/a,n/a,http://www.nasdaq.com/symbol/edf
EDI,Stone Harbor Emerging Markets Total Income Fund,9.93,$95.46M,2012,n/a,n/a,http://www.nasdaq.com/symbol/edi
SGM,Stonegate Mortgage Corporation,4.46,$115M,2013,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/sgm
STON,StoneMor Partners L.P.,26.56,$844.05M,2004,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ston
SRI,"Stoneridge, Inc.",11.32,$315.96M,1997,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sri
STOR,STORE Capital Corporation,23.68,$3B,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stor
SGL,"Strategic Global Income Fund, Inc.",8.63,$157.57M,1992,n/a,n/a,http://www.nasdaq.com/symbol/sgl
SYK,Stryker Corporation,93.91,$35.27B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/syk
RGR,"Sturm, Ruger & Company, Inc.",56.12,$1.05B,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/rgr
SPH,"Suburban Propane Partners, L.P.",26.08,$1.58B,1996,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sph
SCNB,Suffolk Bancorp,25.75,$303.66M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/scnb
SMFG,Sumitomo Mitsui Financial Group Inc,6.77,$47.87B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/smfg
INN,"Summit Hotel Properties, Inc.",9.67,$838.68M,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/inn
INN^A,"Summit Hotel Properties, Inc.",25.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inn^a
INN^B,"Summit Hotel Properties, Inc.",25.9499,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inn^b
INN^C,"Summit Hotel Properties, Inc.",23.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inn^c
SUM,"Summit Materials, Inc.",15.04,$1.57B,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/sum
SMLP,"Summit Midstream Partners, LP",16.65,$1.11B,2012,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/smlp
SUI,"Sun Communities, Inc.",67.33,$3.67B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sui
SUI^A,"Sun Communities, Inc.",25.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sui^a
SLF,Sun Life Financial Inc.,27.7,$16.96B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/slf
SXCP,"SunCoke Energy Partners, L.P.",6.67,$309.64M,2013,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/sxcp
SXC,"SunCoke Energy, Inc.",2.35,$150.38M,2011,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/sxc
SU,Suncor Energy  Inc.,22.12,$31.99B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/su
SUNE,"SunEdison, Inc.",2.65,$839.31M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/sune
SXL,Sunoco Logistics Partners LP,20.49,$5.53B,2002,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/sxl
SUN,Sunoco LP,30.12,$2.24B,2012,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/sun
SHO,"Sunstone Hotel Investors, Inc.",11.25,$2.35B,2004,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/sho
SHO^D,"Sunstone Hotel Investors, Inc.",25.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sho^d
STI,"SunTrust Banks, Inc.",35.27,$17.97B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sti
STI.WS.A,"SunTrust Banks, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sti.ws.a
STI.WS.B,"SunTrust Banks, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sti.ws.b
STI^A,"SunTrust Banks, Inc.",23.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sti^a
STI^E,"SunTrust Banks, Inc.",25.56,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sti^e
SPN,"Superior Energy Services, Inc.",9.5,$1.43B,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/spn
SUP,"Superior Industries International, Inc.",17.71,$465.64M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sup
SVU,SuperValu Inc.,4.32,$1.15B,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/svu
SWFT,Swift Transportation Company,13.88,$1.98B,2010,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/swft
SWZ,"Swiss Helvetia Fund, Inc. (The)",9.66,$256.54M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/swz
SYA,Symetra Financial Corporation,31.86,$3.7B,2010,Finance,Life Insurance,http://www.nasdaq.com/symbol/sya
SYF,Synchrony Financial,29.06,$24.23B,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/syf
SYT,Syngenta AG,70.86,$32.93B,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/syt
SNX,Synnex Corporation,80.93,$3.2B,2003,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/snx
SNV,Synovus Financial Corp.,29.19,$3.81B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/snv
SNV^C,Synovus Financial Corp.,27.83,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/snv^c
GJH,SYNTHETIC FIXED INCOME SECURITIES INC,9.81,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjh
GJO,SYNTHETIC FIXED INCOME SECURITIES INC,20.08,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjo
GJS,SYNTHETIC FIXED INCOME SECURITIES INC,17.95,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjs
GJP,"Synthetic Fixed-Income Securities, Inc.",20.7499,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gjp
GJR,"Synthetic Fixed-Income Securities, Inc.",19.454,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gjr
GJT,"Synthetic Fixed-Income Securities, Inc.",18.4,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjt
GJV,"Synthetic Fixed-Income Securities, Inc.",25.4001,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjv
SYY,Sysco Corporation,39.59,$22.35B,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/syy
SYX,Systemax Inc.,7.92,$291.92M,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/syx
DATA,"Tableau Software, Inc.",81.34,$5.89B,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/data
TAHO,"Tahoe Resources, Inc.",7.06,$1.6B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/taho
TWN,"Taiwan Fund, Inc. (The)",13.77,$113.2M,1986,n/a,n/a,http://www.nasdaq.com/symbol/twn
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,21.93,$113.73B,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/tsm
XRS,TAL Education Group,44,$3.52B,2010,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/xrs
TAL,"TAL International Group, Inc.",11.73,$390.08M,2005,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/tal
TLN,Talen Energy Corporation,6.91,$888M,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/tln
TEGP,"Tallgrass Energy GP, LP",16.53,$2.6B,2015,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/tegp
TEP,"Tallgrass Energy Partners, LP",37.75,$2.29B,2013,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/tep
SKT,"Tanger Factory Outlet Centers, Inc.",32.42,$3.11B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/skt
TAOM,Taomee Holdings Limited,3.55,$126.29M,2011,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/taom
NGLS,Targa Resources Partners LP,12.59,$2.33B,2007,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ngls
NGLS^A,Targa Resources Partners LP,20.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ngls^a
TRGP,"Targa Resources, Inc.",20.45,$1.15B,2010,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/trgp
TGT,Target Corporation,69.72,$42.95B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/tgt
TARO,Taro Pharmaceutical Industries Ltd.,148.33,$6.35B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/taro
TTM,Tata Motors Ltd,25.12,$12.79B,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/ttm
TCO,"Taubman Centers, Inc.",71.69,$4.32B,1992,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/tco
TCO^J,"Taubman Centers, Inc.",25.69,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tco^j
TCO^K,"Taubman Centers, Inc.",24.87,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tco^k
TMHC,Taylor Morrison Home Corporation,12.24,$1.5B,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/tmhc
TCP,"TC PipeLines, LP",41.73,$2.76B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/tcp
TCB,TCF Financial Corporation,12.13,$2.06B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcb
TCB.WS,TCF Financial Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tcb.ws
TCB^B,TCF Financial Corporation,26.5576,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tcb^b
TCB^C,TCF Financial Corporation,25.424,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tcb^c
TCPI,TCP International Holdings Ltd.,0.8569,$24.35M,2014,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/tcpi
TSI,"TCW Strategic Income Fund, Inc.",5.2,$247.97M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tsi
TEL,TE Connectivity Ltd.,58,$22.41B,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/tel
TMH,"Team Health Holdings, Inc.",41.32,$3B,2009,Technology,Professional Services,http://www.nasdaq.com/symbol/tmh
TISI,"Team, Inc.",24.47,$534.34M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/tisi
TCK,Teck Resources Ltd,3.72,$2.11B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/tck
TE,"TECO Energy, Inc.",27.04,$6.36B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/te
TK,Teekay Corporation,6.33,$460.23M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/tk
TGP,Teekay LNG Partners L.P.,10.95,$870.68M,2005,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/tgp
TOO,Teekay Offshore Partners L.P.,3.97,$424.79M,2006,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/too
TOO^A,Teekay Offshore Partners L.P.,11.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/too^a
TOO^B,Teekay Offshore Partners L.P.,13.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/too^b
TNK,Teekay Tankers Ltd.,4.65,$710.52M,2007,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/tnk
GCI,TEGNA Inc.,14.32,$1.65B,2015,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/gci
TGNA,TEGNA Inc.,23.42,$5.19B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/tgna
TRC,Tejon Ranch Co,19.82,$409.9M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/trc
HQH,Tekla Healthcare Investors,25.45,$719.72M,1987,n/a,n/a,http://www.nasdaq.com/symbol/hqh
THQ,Tekla Healthcare Opportunies Fund,15.06,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/thq
HQL,Tekla Life Sciences Investors,19.55,$298.87M,1992,n/a,n/a,http://www.nasdaq.com/symbol/hql
THW,Tekla World Healthcare Fund,13.85,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/thw
TDOC,"Teladoc, Inc.",17.44,$670.63M,2015,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/tdoc
TEO,Telecom Argentina Stet - France Telecom S.A.,14.96,$2.9B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/teo
TI,Telecom Italia S.P.A.,11.42,$22.27B,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/ti
TI.A,Telecom Italia S.P.A.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ti.a
TDY,Teledyne Technologies Incorporated,78.61,$2.79B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tdy
TFX,Teleflex Incorporated,135.92,$5.65B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tfx
VIV,Telefonica Brasil S.A.,8.34,$14.1B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/viv
TEF,Telefonica SA,10.28,$50.01B,1988,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tef
TDA,"Telephone and Data Systems, Inc.",24.6,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tda
TDE,"Telephone and Data Systems, Inc.",25.13,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tde
TDI,"Telephone and Data Systems, Inc.",25.82,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tdi
TDJ,"Telephone and Data Systems, Inc.",25.17,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tdj
TDS,"Telephone and Data Systems, Inc.",21.74,$2.36B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tds
TU,TELUS Corporation,26.55,$15.93B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tu
TDF,"Templeton Dragon Fund, Inc.",16.01,$570.75M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tdf
EMF,Templeton Emerging Markets Fund,9.04,$163.07M,1987,n/a,n/a,http://www.nasdaq.com/symbol/emf
TEI,"Templeton Emerging Markets Income Fund, Inc.",9.16,$439.31M,1993,n/a,n/a,http://www.nasdaq.com/symbol/tei
GIM,"Templeton Global Income Fund, Inc.",6,$804.86M,1988,n/a,n/a,http://www.nasdaq.com/symbol/gim
TPX,"Tempur Sealy International, Inc.",59.18,$3.68B,2003,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tpx
TS,Tenaris S.A.,20.3,$11.98B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/ts
THC,Tenet Healthcare Corporation,25.07,$2.5B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/thc
TNC,Tennant Company,52.22,$931.46M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tnc
TEN,Tenneco Inc.,37.93,$2.19B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ten
TVC,Tennessee Valley Authority,25.36,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/tvc
TVE,Tennessee Valley Authority,25.05,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/tve
TDC,Teradata Corporation,23.37,$3.11B,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/tdc
TER,"Teradyne, Inc.",19.78,$4.07B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/ter
TEX,Terex Corporation,15.49,$1.68B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/tex
TX,Ternium S.A.,11.29,$2.26B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/tx
TNH,"Terra Nitrogen Company, L.P.",97.77,$1.83B,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/tnh
TRNO,Terreno Realty Corporation,21.6,$935.51M,2010,Finance,Real Estate,http://www.nasdaq.com/symbol/trno
TRNO^A,Terreno Realty Corporation,25.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/trno^a
TSO,Tesoro Corporation,90.73,$10.92B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/tso
TLLP,Tesoro Logistics LP,45.08,$4B,2011,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/tllp
TTI,"Tetra Technologies, Inc.",5.63,$451.7M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tti
TEVA,Teva Pharmaceutical Industries Limited,63.26,$53.9B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/teva
TPL,Texas Pacific Land Trust,126.45,$1.03B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tpl
TGH,Textainer Group Holdings Limited,10.62,$605.51M,2007,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/tgh
TXT,Textron Inc.,37.45,$10.25B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/txt
TXTR,Textura Corporation,15.59,$406.7M,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/txtr
TTF,"Thai Fund, Inc. (The)",6.64,$83.07M,1988,n/a,n/a,http://www.nasdaq.com/symbol/ttf
AES,The AES Corporation,9.17,$6.17B,n/a,Basic Industries,Electric Utilities: Central,http://www.nasdaq.com/symbol/aes
AES^C,The AES Corporation,47.25,n/a,n/a,Basic Industries,Electric Utilities: Central,http://www.nasdaq.com/symbol/aes^c
BX,The Blackstone Group L.P.,26.21,$30.82B,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/bx
SCHW,The Charles Schwab Corporation,25.83,$34.01B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/schw
SCHW^B,The Charles Schwab Corporation,26.38,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/schw^b
SCHW^C,The Charles Schwab Corporation,26.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/schw^c
SRV,The Cushing MLP Total Return Fund,8.56,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/srv
GRX,The Gabelli Healthcare & Wellness Trust,9.21,$137.75M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grx
GRX^A,The Gabelli Healthcare & Wellness Trust,25.86,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grx^a
GRX^B,The Gabelli Healthcare & Wellness Trust,26.554,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grx^b
GDL,The GDL Fund,9.74,$199.57M,2007,n/a,n/a,http://www.nasdaq.com/symbol/gdl
GDL^B,The GDL Fund,50.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gdl^b
THG,"The Hanover Insurance Group, Inc.",78.33,$3.39B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/thg
THGA,"The Hanover Insurance Group, Inc.",25.14,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/thga
RUBI,"The Rubicon Project, Inc.",14.84,$658.58M,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/rubi
TRV,"The Travelers Companies, Inc.",103.14,$31.38B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/trv
TMO,Thermo Fisher Scientific Inc,135.31,$54B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tmo
THR,"Thermon Group Holdings, Inc.",16.2,$521.78M,2011,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/thr
TPRE,Third Point Reinsurance Ltd.,11.69,$1.23B,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/tpre
TSLF,THL Credit Senior Loan Fund,14.85,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/tslf
TCRX,"THL Credit, Inc.",24.04,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/tcrx
TCRZ,"THL Credit, Inc.",25.1001,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/tcrz
TRI,Thomson Reuters Corp,36.51,$27.92B,n/a,Consumer Services,Publishing,http://www.nasdaq.com/symbol/tri
THO,"Thor Industries, Inc.",50.77,$2.66B,n/a,Consumer Non-Durables,Homebuilding,http://www.nasdaq.com/symbol/tho
TDW,Tidewater Inc.,5.5,$258.32M,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/tdw
TIER,"TIER REIT, Inc.",14.72,$698.19M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/tier
